"","lon","lat","AOD","DQF","hour"
"165",-70.26936,43.510696,0.0161329139227746,0,14
"167",-70.21672,43.51129,0.0215349541031173,0,14
"169",-70.16408,43.511868,0.0211687140908907,0,14
"170",-70.1377,43.512444,0.0284935143354232,0,14
"171",-70.111374,43.51274,0.0164991539350012,0,14
"172",-70.08506,43.51296,0.0239155141825904,0,14
"173",-70.05873,43.51321,0.0214433941000607,0,14
"174",-70.0324,43.513485,0.0171400739563978,0,14
"175",-70.00608,43.51371,0.0220843141214573,0,14
"414",-70.32458,43.480587,0.00844187366601545,0,14
"415",-70.29827,43.480873,0.0178725539808511,0,14
"416",-70.271996,43.481014,0.0159497939166613,0,14
"417",-70.24566,43.481533,0.0273032342956867,0,14
"419",-70.19305,43.482094,0.0495523150384543,0,14
"420",-70.16676,43.48221,0.0297753543782164,0,14
"421",-70.14043,43.48266,0.0145763938708114,0,14
"422",-70.11412,43.482925,0.0261129542559502,0,14
"423",-70.087814,43.483162,0.0218096341122873,0,14
"424",-70.06151,43.483425,0.0261129542559502,0,14
"425",-70.03516,43.4839,0.0218096341122873,0,14
"426",-70.00885,43.484116,0.0354520745677291,0,14
"665",-70.32717,43.450985,0.629859614411544,0,14
"666",-70.30088,43.4513,0.0290428743537632,0,14
"669",-70.22209,43.45171,0.0332546344943694,0,14
"670",-70.19575,43.4523,0.0427768748122617,0,14
"671",-70.1695,43.452286,0.0359098745830124,0,14
"672",-70.14316,43.45287,0.0406709947419586,0,14
"673",-70.11687,43.453136,0.0218096341122873,0,14
"674",-70.09057,43.453377,0.0262045142590068,0,14
"675",-70.06428,43.453636,0.0257467142437235,0,14
"676",-70.03794,43.454086,0.0303247143965564,0,14
"677",-70.01165,43.454334,0.0418612747816951,0,14
"916",-70.32976,43.421413,0.0381988746594288,0,14
"917",-70.303474,43.421734,0.0284019543323666,0,14
"925",-70.09331,43.423706,0.0263876342651201,0,14
"928",-70.014435,43.424637,0.0998187567165587,0,14
"1167",-70.332375,43.391575,0.0142101538585848,0,14
"1168",-70.30612,43.39186,0.0177809939777944,0,14
"1178",-70.04343,43.394962,0.384021006204421,0,14
"1179",-70.017166,43.39521,0.32844408434903,0,14
"1417",-70.36122,43.361576,0.0158582339136046,0,14
"1418",-70.33498,43.361923,0.0132945538280183,0,14
"1419",-70.30872,43.362213,0.0147595138769248,0,14
"1420",-70.28253,43.36222,0.0163160339288879,0,14
"1667",-70.39002,43.331627,0.0151257538891514,0,14
"1668",-70.36376,43.332153,0.0105477537363186,0,14
"1669",-70.337524,43.33247,0.0103646337302052,0,14
"1670",-70.311295,43.33281,0.0108224337454885,0,14
"1671",-70.28515,43.332577,0.0227252341428539,0,14
"1672",-70.258865,43.333206,0.0222674341275706,0,14
"1914",-70.49738,43.300987,0.00734315362933557,0,14
"1915",-70.47117,43.301346,0.0154004338983214,0,14
"1916",-70.44498,43.3015,0.0083503136629588,0,14
"1917",-70.41877,43.301834,0.0103646337302052,0,14
"1918",-70.392586,43.301952,0.0165907139380579,0,14
